id,description
kWLNZzuo3do_152_164,"The image shows a close-up of a person's hand holding a piece of raw shrimp over a white cutting board. The hand is using a sharp knife to cut the shrimp into smaller pieces. The background is blurred, but it appears to be a kitchen setting."
kWLNZzuo3do_154_165,The image shows a close-up of a person's hand holding a raw shrimp over a glass bowl placed on a wooden surface.
kWLNZzuo3do_167_181,"A woman is preparing food in a kitchen, surrounded by various items such as bowls, a microwave, a vase with flowers, and a small dog. She is holding a glass bowl and appears to be adding ingredients to it."
kWLNZzuo3do_17_23,"A woman in a kitchen is chopping vegetables on a cutting board, while a small dog sits on the counter next to her. The woman is wearing a dark cardigan over a white shirt, and there are various kitchen items in the background, including a microwave, a bowl of fruit, and a vase with flowers."
kWLNZzuo3do_192_196,The image shows a pair of hands working together to cut a piece of gray material on a white surface. The hands are using a knife to make precise cuts through the material.
kWLNZzuo3do_206_213,"A woman in a kitchen is preparing a meal, using chopsticks to stir a bowl of food on the counter. She is surrounded by various kitchen items, including a microwave, a bowl of fruit, and a vase with flowers."
kWLNZzuo3do_217_222,"The image shows a close-up of a person's hands mixing a yellow batter in a metal bowl. The batter appears to be thick and creamy, and the person is using a metal utensil to mix it."
kWLNZzuo3do_222_227,"The image shows a frying pan filled with hot oil on a stove, where a piece of food is being fried. The oil is bubbling vigorously around the food, indicating it is being cooked at a high temperature."
kWLNZzuo3do_228_232,"The image shows a close-up of a frying pan on a stove, where a piece of food is being deep-fried in hot oil. To the right of the pan, there is a bowl containing a creamy sauce, and a wooden spoon is being used to stir the sauce into the oil."
kWLNZzuo3do_24_31,"A woman is preparing food in a kitchen, surrounded by various items such as a bowl of fruit, a microwave, and a vase with flowers. She is holding a small object, possibly a piece of food, and appears to be in the process of cooking or preparing a meal."
kWLNZzuo3do_251_260,"A woman is preparing food in a kitchen, surrounded by various kitchen items such as a microwave, a bowl of fruit, and a poodle sitting on the counter."
kWLNZzuo3do_25_32,"The image shows a close-up of a person's hands holding a small, rectangular object wrapped in white tissue paper. The object appears to be a piece of food, possibly a sandwich or a pastry. The person is carefully unwrapping the tissue paper to reveal the contents of the wrapped item."
kWLNZzuo3do_262_270,"The image shows a close-up view of a pot filled with boiling water, where white noodles are being cooked. The noodles are floating on the surface of the water, and the steam rising from the pot indicates that the water is hot."
kWLNZzuo3do_31_37,"The image shows a woman in a kitchen, preparing food on a wooden cutting board. She is wearing a dark cardigan over a white shirt and is focused on cutting a piece of food with a knife. To her left, there is a small dog sitting on the kitchen counter, attentively watching the woman's actions."
kWLNZzuo3do_38_42,The image shows a close-up of a person's hand using a large knife to cut a pink cylindrical object on a wooden cutting board.
kWLNZzuo3do_38_47,"A woman in a kitchen is chopping an orange on a wooden cutting board. She is wearing a dark cardigan over a white shirt and is surrounded by various kitchen items, including a microwave, a bowl of fruit, and a vase with red flowers."
kWLNZzuo3do_48_53,"A woman is preparing food in a kitchen, surrounded by various items such as a poodle, a bowl of fruit, a microwave, and a vase with flowers. She is focused on adding ingredients to a dish."
kWLNZzuo3do_56_62,"The image shows a close-up of a plastic container filled with dried mushrooms, with a hand pouring a white substance, likely salt, into the container. The container is placed on a wooden surface, and there is a blue lid to the left of the container."
kWLNZzuo3do_76_80,"The image shows a close-up of a person's hand holding a knife over a green cutting board. On the board, there are several pieces of dried fruit, which appear to be dates. The hand is in the process of cutting one of the dates into smaller pieces."
kWLNZzuo3do_77_83,"The image shows a close-up of a green cutting board with several dried mushrooms on it. A person's hand is visible on the left side of the image, reaching towards the mushrooms as if to pick one up."
kWLNZzuo3do_86_93,"The image shows a close-up of a frying pan on a stove, where pieces of food are being cooked in hot oil. The food appears to be in the process of frying, with bubbles forming on the surface of the oil."
kZfBt5me3Pg_2_7,"The image depicts a man and a woman in an outdoor setting, possibly a park or garden. The man is wearing a white shirt and has a mustache, while the woman is dressed in a black outfit with gold accents. They appear to be in motion, possibly walking or dancing, with the woman holding onto the man"
kk3TIio1-Uw_5_14,"In the image, a man is playing a violin on a stage. He is wearing sunglasses and a light-colored shirt, and he is holding the violin with his left hand while strumming with his right hand. The background features a metal structure, possibly part of the stage setup."
klFyrnrUSck_13_19,The image shows a close-up of a person's hand holding a knife and slicing a white vegetable on a wooden cutting board. The knife is being used to cut the vegetable into smaller pieces.
klFyrnrUSck_25_36,The image shows a close-up of a person's hand holding a knife over a piece of raw meat on a white surface. The hand appears to be in the process of cutting or preparing the meat.
klFyrnrUSck_42_46,"The image shows a close-up of a raw steak placed on a white cutting board. A hand is seen sprinkling a white substance, likely salt, over the steak. The background is blurred, but it appears to be a kitchen setting."
klFyrnrUSck_63_73,"The image shows a close-up of a person's hands kneading a piece of raw meat on a floured surface. The meat appears to be pork, as indicated by its pinkish-red color and marbled texture. The person is using their hands to work the meat, likely to prepare it for cooking."
klFyrnrUSck_79_85,The image shows a close-up of a person's hands working with breadcrumbs on a baking tray. The hands are spreading the breadcrumbs evenly over the surface of the tray.
klFyrnrUSck_87_100,"The image captures a close-up view of a frying pan filled with bubbling oil, where a piece of food is being deep-fried. The oil is golden brown, indicating it is at a high temperature. A pair of chopsticks is being used to stir the food in the pan, ensuring it cooks evenly."
klteYv1Uv9A_27_33,"In the image, a person is riding a red motorcycle on a road. The rider is wearing a white shirt and gray pants, and is holding onto the handlebars of the motorcycle. The motorcycle is in motion, and the rider appears to be enjoying the ride."
kquB3rIgfGk_197_202,"The image shows a person pouring a yellow liquid from a carton into a glass pitcher on a red surface. The person is wearing a yellow shirt, and there is a green bottle with a white label on the left side of the image."
kquB3rIgfGk_525_532,"The image shows a person in a kitchen, wearing a yellow shirt and a black apron with the text ""THE BEST BARBECUE SAUCE"" on it. The person is cutting cucumbers on a cutting board next to a pitcher filled with water and ice. In the background, there is a large glass"
kquB3rIgfGk_537_544,"The image shows a person in a kitchen, wearing a yellow shirt and a black apron with the text ""The Best BBQ Sauce You'll Ever Taste."" The person is holding a sliced cucumber and appears to be preparing a dish, with various kitchen utensils and appliances in the background."
kquB3rIgfGk_640_645,"A man in a yellow shirt and black apron is standing in a kitchen, drinking from a glass. He is surrounded by various kitchen utensils and appliances."
krAk8WPZRL4_207_212,"In the image, four young men are standing on a dirt road, observing a car engulfed in flames in the background. One of the men is holding a jacket, and they all appear to be in a state of shock or concern."
kuNQpRTc-hA_126_135,"In the image, a healthcare worker is administering a vaccine to a child. The healthcare worker is using a syringe to inject the vaccine into the child's arm. The child is being held by an adult, and the scene takes place in a medical setting."
kzyFBlNRohs_82_88,"The image shows a person sitting on a couch, playing a light-colored acoustic guitar. The person is wearing a white shirt and appears to be focused on playing the instrument."
l57mQZvDaL4_10_30,"In the image, a dog and a cat are sharing a moment of rest on a concrete floor. The dog, lying on its side, has its head gently resting on the back of the cat. The cat, sitting upright, seems to be enjoying the company of its canine companion. In the background, there are several"
l5JJ2n2ggiQ_319_327,"The image depicts a scene from an animated show, featuring a character in a blue outfit climbing a large, snow-covered rock formation. The character appears to be in the midst of a challenging climb, with the environment suggesting a cold, mountainous setting."
lAznAeFFldg_6_10,"The image is a black and white photograph of a forest scene with the word ""Wood"" prominently displayed in the center."
lB1UPJ4leqs_0_6,"The image shows a person lying in bed with their head resting on a pillow. The bed is covered with a quilt, and there is a bedside table with a lamp next to it. The person appears to be sleeping or resting."
lB1UPJ4leqs_1_6,"In the image, a young girl is lying in bed, covered with a gray blanket. She has her arm raised, possibly in a gesture of excitement or playfulness. To her right, there is a bedside table with a lamp that has a red shade. The wall behind her is red with a textured finish."
lFdg5CWMTt0_24_28,"In the image, a man dressed in a blue shirt, blue overalls, and a brown hat is bending over to pick up a wooden object from the ground. The setting appears to be an outdoor area with parked cars and a building in the background."
lFyPUgJCmtU_100_110,"In the image, a person is standing on a sidewalk in front of a house, raising their arms above their head. The person is wearing a camouflage tank top, black shorts, white socks, and white sneakers. The house has a white exterior with blue trim around the windows and doors. The sky is overcast,"
lGk1MA6YP-M_36_48,"The image shows a person riding a light-colored horse in an indoor arena. The rider is dressed in dark clothing, and the horse appears to be in motion, possibly trotting or cantering. The arena has a reddish-brown dirt surface, and there are rows of empty seats visible in the background."
lKADopH3qFY_0_10,"In the image, a gray and white cat is lying on its back on a red carpet, while a brown and white ferret is standing on its hind legs nearby. The ferret appears to be sniffing or playing with the cat."
lKpGc3SCSVw_12_20,"The image captures a moment of intense action in a crowded arena, where a rooster is in the midst of a powerful kick. The rooster, with its vibrant red and black plumage, is the focal point of the scene, drawing the viewer's attention with its dynamic movement. The arena is filled with spectators,"
lR8RrUBhCQg_5_15,A man wearing a plaid shirt is playing a silver trumpet in a room filled with chairs.
lSnWhsmlGec_5_10,A man with a beard is playing a light-colored acoustic guitar in a room with wooden paneling in the background.
labytsb3gfI_146_154,"The image shows a group of people dressed in colorful costumes, possibly at a festive event. The focus is on a person in the foreground, who appears to be dancing or moving energetically. The background is blurred, but it seems to be an indoor setting with warm lighting."
lb8J2zCQTlo_3_8,"The image shows a large piece of raw meat placed on a cutting board. A knife is being used to cut the meat into smaller pieces. The cutting board is situated on a kitchen counter, and there are various kitchen items in the background."
lc9bA-hvqHU_1_6,"In the image, a person wearing a blue shirt and black pants is standing at the end of a bowling lane, preparing to bowl. The lane is lined with multiple bowling pins, and there is a sign in the background that reads ""Denny's."""
lcu-DwrnYY8_2_5,"The image shows an indoor swimming pool with clear blue water. There is a splash of water in the center of the pool, indicating a swimmer has just entered or is about to exit. The pool is surrounded by windows that allow natural light to enter the space. On the left side of the pool, there is a"
lexLAjh8fPA_27_31,"The image shows a person lying on a hospital bed, with their head tilted back and eyes closed. The person appears to be in a state of distress or unconsciousness. The background is out of focus, but it seems to be a clinical setting, possibly a hospital room."
lfGlDg47How_110_115,"The image shows a person in a kitchen, pouring a red can of sauce into a white bowl on the counter. The person is using a wooden knife block to hold the can. In the background, there is a window with a sign that reads ""Protection"". The website ""TheBestSauces.com"" is displayed"
lfGlDg47How_361_367,"In the image, a person is using a stand mixer to mix ingredients in a glass bowl on a kitchen counter. The mixer is plugged into a power outlet, and there are various kitchen items on the counter, including a glass of milk, a banana, an apple, and a knife block. The person is wearing a"
lfGlDg47How_93_98,"In the image, a person wearing a black shirt is standing in a kitchen, pouring a white substance from a plastic bag into a white bowl. The kitchen counter is cluttered with various items, including a knife block, canned goods, and a spoon. The text ""TheBestSauces.com"" is visible in"
ljGcQocjSs4_38_60,"In the image, a person's hand is seen holding a handgun, aiming it towards a target on the ground. The setting appears to be an outdoor range with a reddish-brown dirt ground and sparse vegetation in the background."
lm0z7eLsbbw_9_23,"In the image, a chimpanzee is captured in the act of smoking a cigarette. The chimpanzee, with its dark fur, is positioned in front of a wooden structure, possibly a part of a zoo enclosure. The background is blurred, drawing attention to the chimpanzee as the main subject of the image. The chimpan"
lmCrIZeob4w_23_26,"The image shows a group of five people in a room, all wearing Santa hats. One person is holding a microphone and appears to be singing or speaking into it, while the others are standing around, smiling and looking towards the person with the microphone. The room is cluttered with various items, including books and a fan"
lo4KcsBN--A_0_10,"The image shows a turtle swimming in an underwater environment, surrounded by rocks and sand. The turtle is moving towards the right side of the frame."
lrZxpneS6Gk_0_12,"The image captures a moment on an ice rink where a woman, dressed in a pink top and blue skirt, is teaching two young girls how to ice skate. The girls are dressed in black and pink outfits, and the woman is kneeling down to assist them. The scene is set in an indoor ice rink with"
lsanQj2yacs_102_108,"A person in a pink dress is standing in a kitchen, holding a jar of mayonnaise and preparing to spread it on slices of bread on the counter."
lsanQj2yacs_80_85,"A young girl in a black and white polka dot dress stands on the hood of a parked car in a suburban setting, surrounded by trees and a house in the background."
lv8d_qLLqsk_1_20,"A man wearing a green shirt and khaki shorts is sitting on the floor, playing a red and yellow acoustic guitar. He appears to be in a room with a tiled floor, and there are a few items scattered around, including a bottle and a pair of shoes."
lvFYUmDSOvU_34_38,"In the image, a black horse is captured in mid-motion, running across a grassy field with trees in the background. The horse appears to be galloping, with its mane and tail flowing in the wind, creating a dynamic and energetic scene."
lw7pTwpx0K0_38_48,"A bald man in a blue shirt is seated at a cluttered table in a room filled with various electronic equipment, including speakers and other gadgets. He is holding a black electronic device and appears to be explaining or demonstrating something related to it."
m1NR0uNNs5Y_104_110,"In the image, a person wearing a white apron with ""home cooking"" written on it is chopping an onion on a wooden cutting board. The person is using a large knife to cut the onion into smaller pieces."
m1NR0uNNs5Y_123_129,"The image shows a person wearing a white apron with ""home cooking"" written on it, cutting a piece of cheese on a wooden cutting board. The person is using a knife to slice the cheese into smaller pieces."
m1NR0uNNs5Y_160_166,"The image shows a person chopping garlic on a wooden cutting board. The person is wearing a white apron with the words ""cooking new york"" printed on it. The cutting board is cluttered with garlic cloves and a bunch of fresh green herbs. The person is using a large knife to chop the garlic."
m1NR0uNNs5Y_192_198,The image shows a close-up of a person's hands using a large knife to chop a piece of food on a wooden cutting board. The person is wearing a ring on their left hand.
m1NR0uNNs5Y_224_230,"In the image, a person wearing a home cooking apron is chopping red bell peppers on a wooden cutting board. The apron has the text ""home cooking new york"" printed on it. The person is using a knife to cut the peppers into smaller pieces. In the background, there is a yellow bowl and a"
m1NR0uNNs5Y_273_280,"The image shows a close-up of a person chopping red bell peppers on a wooden cutting board. The person is using a large knife to cut the peppers into smaller pieces. To the right of the cutting board, there is a red bowl containing a mixture of ingredients, possibly for a recipe."
m1NR0uNNs5Y_57_64,"In the image, a person wearing a white apron is chopping a red onion on a wooden cutting board. The person is using a large knife to cut the onion into smaller pieces. To the right of the cutting board, there is a bunch of fresh green herbs, possibly parsley or cilantro. In the background,"
m1NR0uNNs5Y_73_78,"The image shows a close-up of a person peeling a potato on a wooden cutting board. The person is wearing a white apron with the text ""Serving New York"" on it. The focus is on the hands and the potato, with the background being out of focus."
m1NR0uNNs5Y_88_94,"The image shows a person in a kitchen, wearing a white apron with the text ""home cooking"" on it. The person is using a knife to cut a piece of cheese on a wooden cutting board. On the cutting board, there is also a halved onion and a bunch of fresh green herbs, likely parsley"
m1c04pCYGxA_57_64,"In the image, a woman dressed in a gray tank top and blue shorts is climbing a large, gray rock climbing wall. She is using her hands and feet to grip the surface of the wall as she ascends. The background features a clear sky and some greenery, suggesting an outdoor setting."
m4D72WXFd8s_557_564,"In the image, a young woman with long dark hair is holding a Polaroid camera up to her face. She appears to be taking a picture, with the camera's flash illuminating her face. The background is out of focus, but it seems to be an outdoor setting with a railing visible."
m7x8uIdg2XU_67_73,"In the image, a person is pouring a clear liquid from a measuring cup into a glass bowl filled with pasta. The person is wearing a gold sweater and has a bracelet on their wrist. In the background, there are two measuring cups, one containing a yellow liquid and the other containing a clear liquid. The website """
mCrRHP4LFmo_24_40,"The image captures a dynamic moment in a soccer match, where a player in a red and black striped jersey is in possession of the ball and is being closely guarded by a player in a white jersey. The player in the red and black jersey is dribbling the ball, while the player in the white jersey is attempting to"
mF6ijhSrbBQ_32_40,"In the image, a brown otter is captured in mid-stride on a snowy surface, moving towards the right side of the frame. The otter's fur is a rich brown color, contrasting with the white snow beneath its paws. In the bottom right corner of the image, the logo for NatGeoTV"
mFCf8lLXrUc_25_35,"The image shows a close-up of a person's hands peeling a green and yellow fruit. The hands are using a peeler to remove the outer skin of the fruit. The background is blurred, but it appears to be a kitchen setting."
mFCf8lLXrUc_36_57,"The image shows a close-up of a hand slicing a yellow fruit on a cutting board. The fruit appears to be a mango, and the hand is using a knife to cut it into smaller pieces. The background is blurred, but it seems to be a kitchen setting."
mHv4iJ9Yr1g_10_16,"In the image, a small white dog and an orange and white cat are eating from a gray bowl on a tiled floor. The dog is on the left side of the bowl, and the cat is on the right side."
mJ9eRvxjLc4_0_16,"In the image, a person is holding a baby dressed in a white outfit. The baby appears to be looking up at the person holding them. The person is wearing glasses and is smiling as they hold the baby. There is a black square in the top right corner of the image."
mOZkcBcWR8o_6_12,"A young child is pushing a stroller in a store aisle, surrounded by stacks of green plastic bins."
mYzajpeAWuA_100_112,"A man in a blue shirt is playing an acoustic guitar on a stage, illuminated by stage lights."
mZVPkPqwzR4_38_45,"In the image, a herd of deer is crossing a road, moving from the left to the right side of the frame. The road appears to be made of asphalt, and the surrounding area is lush with greenery, indicating a natural, possibly forested environment."
mbesJaS6vwg_187_195,"The image shows a frying pan on a stove with two fried eggs in it. The eggs are cooked sunny side up, with the yolks intact and the whites fully set."
me1D1WZ0yNM_120_124,"The image captures a close-up of a person's hand, adorned with a ring on the ring finger, holding a wooden ruler. The ruler is resting on a brown surface, and the hand appears to be in the process of measuring or marking something on the surface."
mfJjIOfj6D8_3_10,"In the image, a large gray rhinoceros is seen grazing on a lush green field. The rhino is facing towards the left side of the image, with its head lowered towards the grass. The background consists of a grassy field extending into the distance, with no other animals or objects visible."
mmSQTI6gMNQ_120_128,"In this black and white image, two men are crouched down in a grassy area near a body of water. One man is wearing a white shirt and dark pants, while the other is wearing a light-colored shirt and dark pants. In the background, two women are standing and observing the two men. The"
mmSQTI6gMNQ_15_21,"In this black and white image, three individuals are seen walking along a dirt road. One person is carrying a large log, while the other two appear to be assisting or accompanying them. The setting is a forested area with trees lining the road. In the bottom right corner of the image, the text ""SOM"
msCidKHOh74_392_399,"The image shows a close-up of a man with a serious expression, wearing a black sleeveless top. The man appears to be outdoors, as suggested by the blurred greenery in the background. The focus is on his face and upper body, with no other objects or people visible in the frame."
msCidKHOh74_410_418,"In the image, a man is riding a red motorcycle down a tree-lined road. He is wearing a black tank top and has a backpack strapped to his back. The motorcycle is in motion, and the man appears to be focused on the road ahead."
mtrCf667KDk_134_176,"In the image, a person wearing a striped sweater is preparing food on a wooden cutting board. They are using a large knife to cut a piece of orange fish into smaller pieces. To the right of the cutting board, there is a plastic bag containing a mixture of vegetables, and a metal tray is visible in the background"
muI1BFsdbdo_33_45,"The image captures a moment from a track and field event, featuring three athletes in mid-race. The athlete in the foreground is wearing a yellow uniform with the number 2163, while the athlete in the background is wearing a red uniform with the number 301. The athlete in the yellow uniform"
mv89psg6zh4_33_46,"In the image, a small white bird is standing in a stainless steel sink, being rinsed under running water."
n016q1w8Q30_2_11,"The image shows a close-up of a person's hands performing a trick with a playing card. The card appears to be a standard deck of cards, and the person is manipulating it with their fingers. The background is nondescript and does not provide any additional context."
n2NLoLNecgI_168_178,"In the image, a woman with dark hair is playing a violin. She is wearing a blue patterned top and is holding the violin with her left hand while her right hand is positioned on the bow. The background features a grid-like pattern, possibly a screen or wall."
n6U-TGahwvs_100_110,"In the image, a musician is passionately playing an electric guitar while singing into a microphone on a stage. The background features a brick wall and a drum set, indicating a live performance setting."
nBFhvrAOFqY_23_29,"In the image, a person is sitting on a bus, wearing headphones and looking out the window. The bus is filled with other passengers, and the view outside shows a busy street with cars and buildings."
nBFhvrAOFqY_89_103,"In the image, an orangutan is standing in a room, wearing a pair of jeans and holding a white cloth. The orangutan is positioned in front of a white wall, and there is a pile of white cloth on the floor in front of it."
nBJV56WUDng_38_47,"The image shows a person in a kitchen, preparing a banana by peeling it. The kitchen counter is cluttered with various items, including a knife block, jars, and other kitchen utensils. The person is wearing blue pajama pants with a monkey print."
nCtZFOYAlvQ_44_49,"In the image, a skier dressed in a blue jacket and a white helmet is carving through a snow-covered slope. The skier is in motion, leaving a trail of snow behind them as they navigate the terrain. The surrounding environment is filled with snow-covered trees, creating a serene and picturesque winter landscape."
nHZsE7T7hwI_13_23,"The image captures a close-up view of a stainless steel mixing bowl filled with water. A measuring spoon is being used to stir the contents of the bowl, likely to ensure an even distribution of the liquid."
nLvX-erABqY_67_72,"The image features two animated characters, a rabbit and a mouse, in a forest setting. The rabbit is sitting on the ground, looking up at the mouse with a surprised expression, while the mouse is sitting on its haunches, looking down at the rabbit with a mischievous glint in its eye."
nLz0QuerH1c_8_15,"In the image, a white cat is being held by a person wearing a blue and yellow garment. The cat appears to be looking up at the person holding it."
nMBSDpB3WB8_5_14,"In the image, a woman with blonde hair is standing on a stage, singing into a microphone. She is wearing a black jacket and a white shirt with a design on it. The stage has a purple and black background, and there is a logo in the top right corner that reads ""FOX."""
nPj6EcVGoUY_7_15,"The image captures a close-up of a beagle dog lying on a carpeted floor. The dog's head is resting on its front paws, and it appears to be looking down at something on the floor, possibly a small object. The dog's ears are flopped over, and its eyes are partially closed."
nS6oQxX_Qi8_2_12,A man wearing a striped shirt is playing a trumpet in a room with wooden walls and a green curtain in the background.
nTUONeDqhdk_10_15,"In the image, a child is seated in a wooden chair, with an adult standing behind them. The child appears to be crying, and the adult seems to be trying to comfort or help the child. The setting appears to be an outdoor area with a wooden structure in the background."
nTasT5h0LEg_12_14,"In the image, a solitary figure is seen walking on a snow-covered ground. The person is dressed in dark clothing and appears to be moving towards the right side of the frame. The setting suggests a cold, possibly mountainous environment."
nTasT5h0LEg_40_43,The image shows a baby sitting next to a black and white cat. The baby is wearing a green shirt and appears to be looking at the cat with a curious expression.
nULE40HEWpA_5_11,"The image captures a tender moment between a human hand and a small orange kitten. The kitten, with its soft fur and curious eyes, is being gently held by the hand, which is resting on a textured blue blanket. The scene exudes warmth and affection, highlighting the bond between the human and the pet."
nV3Wv8iHp4U_0_38,"A small white and black dog is sitting on a cream-colored couch, wearing a pink collar."
nYwbAb0QvBE_195_210,The image shows a close-up of a hand mixing ground meat in a metal bowl on a wooden surface.
nZSFn51l3hc_318_326,"The image shows a person cutting a large piece of raw meat on a white cutting board. The meat has a pinkish-red color with white marbling, indicating it is likely a cut of beef. The person is using a knife to make precise cuts through the meat."
nZSFn51l3hc_480_485,"The image shows a person cutting a large piece of raw meat on a white cutting board. The meat appears to be a rib, and the person is using a knife to slice through it."
nZSFn51l3hc_660_666,"The image shows a close-up of a person's hand holding a pair of tongs over a large piece of barbecued meat on a cutting board. The meat appears to be glazed with a dark sauce and has a charred exterior, suggesting it has been cooked over a grill or flame."
n_Z0-giaspE_168_193,"In the image, three individuals are engaged in a martial arts demonstration in a grassy field. The person on the left is dressed in a black outfit, while the person in the center is wearing a white outfit, and the person on the right is also in a white outfit. They appear to be practicing a form of"
n_Z0-giaspE_270_278,"In the image, a person dressed in a green flight suit is seated inside a red helicopter with its door open. The individual appears to be resting or adjusting something in their lap, while the helicopter is flying against a backdrop of a clear sky."
n_Z0-giaspE_379_387,"In the image, two adults and a child are walking down a dirt road. The adult on the left is wearing an orange shirt and dark shorts, while the adult on the right is wearing a purple shirt and light-colored shorts. The child is in the middle, wearing a light-colored shirt and dark pants."
n_Z0-giaspE_437_447,"In the image, three young men are standing in a classroom, each holding a pink boxing glove. The man on the left is wearing an orange shirt, the man in the middle is wearing a white shirt, and the man on the right is wearing a dark blue shirt. The classroom has a blue curtain in the background"
n_Z0-giaspE_62_78,"A young man is sitting on a couch, holding a book in one hand and a cell phone to his ear with the other hand."
nau1vCzyFQ4_37_54,"The image shows a close-up of a person's hand using a large knife to chop a piece of food on a wooden cutting board. The food appears to be a vegetable, and the knife is being used to slice it into smaller pieces."
nb12bAaKzvA_0_10,"The image shows a small, furry animal with large, expressive eyes sitting on a white blanket. The animal appears to be eating or holding something in its mouth. The background is somewhat cluttered with various items, but the focus is clearly on the animal in the foreground."
nc0fVlaTYEs_34_44,"In the image, a person's hand is seen holding a white piece of paper. The hand appears to be in the process of folding or adjusting the paper. The background is blurred, but it seems to be an indoor setting, possibly a table or desk."
nc8hwLaOyZU_1_19,"In the image, a brown gorilla is riding a pink bicycle with white wheels. The gorilla is positioned in front of a red wall with the word ""Zoo"" written on it. The gorilla appears to be in motion, possibly performing a trick on the bicycle."
nd0ToNwccl4_12_17,"In the image, a man in a black t-shirt and white shorts is kneeling on a grassy field, holding a football, while a man in a red and yellow sports jacket and yellow shorts stands nearby. The man in the red jacket appears to be speaking to the man in the black t-shirt."
ngHDYzhDBk4_24_29,"The image shows a close-up of a person eating a cupcake. The cupcake is topped with white frosting and sprinkles, and the person's hand is visible holding the cupcake. The background is blurred, but it appears to be an indoor setting."
ngHDYzhDBk4_5_14,"The image shows a group of five young girls huddled together in a room with floral-patterned curtains. One girl is wearing a purple shirt and khaki shorts, while the others are dressed in various colors, including red, blue, and yellow. They appear to be engaged in a playful or cooperative activity, with some"
nhm_APPwhWk_6_12,"The image captures a dynamic scene of a motorcyclist performing a wheelie on a road. The motorcyclist, wearing a helmet, is in the center of the frame, with the motorcycle's front wheel lifted high in the air. The background is a blurred landscape, suggesting motion and speed. The motorcyclist"
nlU3crMsbWI_19_23,"The image shows a hand drawing a sketch of a woman's face on a piece of paper. The drawing is in black and white and appears to be in the early stages of the sketching process. The hand holding the pencil is visible on the right side of the image, and there is a yellow object, possibly a"
nohvigNMsbo_199_207,"In the image, a person is pouring olive oil into a green bowl filled with a creamy mixture, which appears to be a soup or stew. The bowl is placed on a kitchen countertop, and there are other bowls and utensils in the background. The person is wearing a pink shirt."
nq4hG6qgyPs_184_195,"A person is slicing a loaf of bread on a red table, using a knife with a black handle. The bread is placed on a clear cutting board, and there is a tablet on the left side of the table."
nq4hG6qgyPs_240_251,"The image shows a person chopping an onion on a red cutting board. The person is using a large knife to cut the onion into smaller pieces. The cutting board is placed on a red tablecloth, and there is a plastic bag containing more onions nearby. The person is wearing a ring on their left hand."
nq4hG6qgyPs_370_377,A hand holding a wooden spatula stirs sautéed onions in a frying pan on a gas stove.
nrZyPuRd5pU_85_92,"The image shows a cat with a black and white pattern on its fur, standing on a wooden floor. The cat appears to be in motion, possibly walking or running. In the background, there is a table and a chair, suggesting an indoor setting, possibly a living room or dining area."
nwk4m329bLw_2_10,"In the image, a person is walking through a grassy field with three dogs. The person is wearing a dark jacket and jeans, and the dogs are of different colors, including white, brown, and black. The person appears to be leading the dogs through the field."
o2X6UCaNqKA_27_36,"A man in a gray shirt and khaki shorts is standing in a grassy field, holding a gun and aiming it towards a target in the distance. The target is surrounded by yellow markers, and there is a cloud of dust behind the man as he prepares to fire."
o4OsYxsNGMI_77_82,"The image shows a blue triangular object, possibly a piece of paper or cardboard, placed on a wooden surface. The object is angled slightly to the right, casting a shadow on the surface. In the background, there is a partial view of what appears to be a laptop, suggesting that the setting might be a workspace or"
o4pL7FObqds_137_147,"In the image, a person is seated at a table with a plate of food in front of them. They are holding a spoon and appear to be in the process of eating. The table also has a glass of milk and a bottle in the background."
o4pL7FObqds_243_263,"The image shows a close-up of a person wearing a black and green motorcycle helmet with various stickers and decals on it. The person is wearing a pink jacket and appears to be riding a motorcycle. The background is blurred, suggesting motion."
o4pL7FObqds_72_78,"The image captures a dynamic scene of a motorcyclist leaning into a turn on a racetrack. The rider is wearing a helmet and a racing suit, and the motorcycle is leaning to the left, indicating a high-speed cornering maneuver. The background is blurred, emphasizing the speed and motion of the scene."
oBt257I-pL0_0_10,"The image shows a group of swimmers lined up at the edge of a body of water, likely preparing for a triathlon event. They are wearing swim caps and are lined up in a row, with some looking towards the water and others looking towards the camera. The water appears calm, and the sky is overcast"
oDcd2JbOyzg_38_55,The image shows a close-up of a person's hands using a knife to cut a white onion on a white cutting board. The person is wearing a gold ring on their left hand.
oDcd2JbOyzg_85_98,"The image shows a close-up of a person's hand holding a peeled onion. The onion has been cut in half, revealing its inner layers. The hand is positioned over a white cutting board, and the background is out of focus, drawing attention to the onion."
oFUsn1owAbs_158_168,"In the image, a woman with long dark hair is sitting in a bathtub filled with white foamy bubbles. She is smiling and appears to be enjoying herself. The background features a pink wall with a cartoonish design, and there is a purple and yellow logo in the bottom right corner that reads ""SOMETHING"
oG6LLGi_n48_51_55,"In the image, a person is performing a wheelie on a blue bicycle, with a white car parked in the background. The person is wearing a yellow jacket, and the bicycle has a black seat and handlebars."
oRBgVOiZVsc_16_22,"The image shows a person sitting on a couch, playing an acoustic guitar. They are wearing a red shirt and blue jeans. The guitar has a black body with a sunburst finish, and the person is strumming the strings with their right hand while holding the neck of the guitar with their left hand."
